data_ref,date,Daily Rainfall Total (mm),Highest 30 Min Rainfall (mm),Highest 60 Min Rainfall (mm),Highest 120 Min Rainfall (mm),Min Temperature (deg C),Maximum Temperature (deg C),Min Wind Speed (km/h),Max Wind Speed (km/h),Sunshine Duration (hrs),Cloud Cover (%),Wet Bulb Temperature (deg F),Relative Humidity (%),Air Pressure (hPa),Dew Point Category,Wind Direction,Daily Solar Panel Efficiency
8f2468cf-5a30-430c-8e33-adf0506d6b2b,30/08/2014,0,0,--,0,27.4,31.6,8.9,-,8.04,6.0,58.8,100.0,1010,Very High,NE,High
6a95f0d3-9b6f-480d-a752-3d27c8bb0300,31/08/2014,0.6,0.4,0.4,0.6,28,30.2,10.8,38.9,6.69,24.0,59.099999999999994,100.0,1011,Very High,S,Medium
8032102c-5f47-44a5-aa52-382d4d38614a,01/09/2014,0,--,0,0,29.1,32.5,13.3,34.6,7.41,23.0,58.8,98.0,1012,High,SE,Medium
ea1217d4-3ec1-4b66-8c0a-ec191eb53459,02/09/2014,0,0,0,0,28.7,31.6,8.7,30.6,7.72,26.0,59.099999999999994,96.3,1011,High,SE.,Medium
13c08e1a-6a67-4fcd-bb9d-f82d64434ca1,03/09/2014,9.2,5.4,8.6,9.2,26.9,31.3,6.4,33.8,6.45,39.0,58.9,100.0,1008,Very High,SW,Low
50b09ca5-edbf-45f1-85b3-5c3a6d837f5e,04/09/2014,0,0,0,0,--,32.2,--,-,8.64,20.0,59.2,100.0,1008,Very High,SOUTHEAST,High
576976aa-3c50-4070-a643-d025c6051054,05/09/2014,0,0,0,0,28.3,31.2,7.6,34.2,7.32,13.0,59.0,100.0,1010,Very High,N,Medium
d014a07f-9e64-4bb5-8c0b-600b9d8af79c,06/09/2014,0,0,0,0,27.7,30.7,9.2,-,6.12,14.0,57.8,79.5,1007,Moderate,SE,Low
48587cce-cb3f-4da8-bee7-dc5dd973083a,07/09/2014,0.8,0.6,0.6,0.6,27.9,31.5,6.5,24.8,8.21,11.0,58.8,89.1,1007,High,S,High
41d03307-e134-43b2-bead-e0d0ac6979b5,08/09/2014,0,0,0,0,28.9,32,7.7,27,8.12,24.0,59.3,100.0,1011,Very Low,W,Low
8616141e-4451-4d67-a996-ed830dd5b8c1,09/09/2014,1,0.8,1,1,28.2,--,10,33.1,7.4,31.0,59.3,100.0,1008,Very High,NW,Medium
2852e228-e8a7-4a55-bf29-7584ef2cc0dd,10/09/2014,3.2,3.2,3.2,3.2,--,-,9.4,38.9,6.57,23.0,59.2,100.0,1011,Very High,NORTHWEST,Medium
19df525c-4ab8-4cf5-a7b0-9c4f7d3444ec,11/09/2014,1.4,1.4,1.4,1.4,27.4,30.5,9.4,-,6.5,32.0,58.4,96.5,1013,High,N,Medium
16517889-1e2c-445b-bef3-e6804aa6a1c1,12/09/2014,0,--,0,0,28.4,--,-,38.5,6.91,15.0,59.0,100.0,1015,Very High,SW,Medium
a5f11eb5-41b1-4c1c-bae5-9d536ee2e58c,13/09/2014,0,0,0,0,28.9,31.9,9.4,38.9,6.92,22.0,59.3,100.0,1009,Very High,SOUTHEAST,Medium
5bd8dbe7-25ff-4764-b99e-84f2841c326b,14/09/2014,0,0,0,0,29,31.5,7.4,30.6,7.71,16.0,59.0,97.3,1004,Moderate,W,Medium
e0cb63f2-5b01-4667-94a3-1e80ccec9c42,15/09/2014,--,0,0,0,29.2,32.5,--,38.9,6.98,30.0,58.7,100.0,1008,High,SE,Medium
002fbd73-5c3c-46e3-a294-bf62b9933d1a,16/09/2014,-,0,0,0,29.2,32.8,15.6,43.9,6.51,21.0,58.2,100.0,1009,High,NW,Medium
39a38d9a-4b88-45a6-b3c9-ca297b683455,17/09/2014,0,0,0,0,28.9,31.7,13.4,37.8,7.01,26.0,59.3,100.0,1008,VERY HIGH,E,Medium
f52540fd-08fc-45d5-8937-4a721d2529fd,18/09/2014,-,-,0,0,29.2,32.3,12.8,40.7,6.78,20.0,59.5,100.0,1006,Very High,NE,Medium
c1fa8b31-e787-48d8-8cdf-51491b3079d2,19/09/2014,--,0,0,0,29.5,--,12.6,33.5,7.56,26.0,59.8,90.1,1011,High,NW,Medium
56dcb496-921d-406b-b02d-e856d2a3455e,20/09/2014,31.6,29.8,31.4,31.4,28.1,32.2,8.9,61.9,1.49,100.0,59.3,100.0,1007,High Level,E,Low
23a9eb7f-aadd-401e-b6f7-0f26feb81e96,21/09/2014,3.6,1.8,3,3.4,27.7,31.3,6,28.4,7.55,17.0,58.599999999999994,96.1,1010,High,SE,Medium
1bb1ed0e-a18c-4954-9ca8-0d1ebfa195d1,22/09/2014,0,-,0,-,29,33.2,14.6,38.9,7.05,21.0,58.2,100.0,1009,High,E,Medium
d6810f66-9dd7-49a5-91a8-9e8f75d55db9,23/09/2014,--,0,0,0,29.2,32.4,13.8,35.3,7.33,17.0,58.599999999999994,100.0,1013,High,SE,Medium
238c0353-c7a3-4885-a01f-4356201aff56,24/09/2014,9.4,7,7,7,28.7,32.2,12.1,61.6,3.74,40.0,59.3,100.0,1004,Low,N,High
b54c37f4-f865-473f-8370-26c85b9b5a05,25/09/2014,23.4,13,14.4,16.4,26.4,29.4,6.6,49,3.32,79.0,58.2,100.0,1010,High,SW,Low
d7f89807-44b8-43b4-96f0-3c51cf04f57c,26/09/2014,0,0,0,0,28.3,32.3,8.2,30.2,7.83,14.0,58.8,95.0,1013,High,S,Medium
bbf40977-dd37-424b-83c3-ba171f95935c,27/09/2014,-,0,--,0,28.7,32.6,10.7,39.6,6.92,16.0,-59.2,88.9,1008,High,SE,Low
f444ddde-3241-4326-b7b4-6ff689f751fa,28/09/2014,0,0,0,0,28.9,32.1,11.4,--,7.59,3.0,59.3,88.1,1012,M,southeast,Medium
1500e3f3-980a-4d63-9531-a5050c8aa059,29/09/2014,--,0,0,0,28.9,31.3,-,28.4,7.91,14.0,58.9,87.6,1013,High,W,Medium
40a460c3-ab09-4b7d-9e4b-edf6b6a4b3e5,30/09/2014,-,0,0,0,29.1,32.3,9.5,40.7,6.78,30.0,59.3,100.0,1009,Very High,N,Medium
fecc5295-d130-4803-903f-dae2fde96989,01/10/2014,0,-,0,0,-,32.6,-,-,7.57,16.0,59.3,100.0,1006,Very High,NE,Medium
adfb1434-8ebf-4a1d-a959-e3e9d315ab47,02/10/2014,--,0,0,--,28.9,31.5,10.3,24.8,8.29,25.0,59.0,96.2,1000,High,northeast,High
96681ba6-75bc-4a23-9f56-449af3efc18d,03/10/2014,0,0,0,0,28.9,32.6,12.2,--,6.67,27.0,-58.9,100.0,1005,Very High,W,Medium
4e367d09-b338-44f1-8b21-10be15e44ba4,04/10/2014,6.6,5,6,--,27.5,30.2,8.6,-,6.27,31.0,58.8,100.0,1006,Extreme,SW,Low
61c4a8b3-94c0-450b-be58-5c92d6e36729,05/10/2014,0,0,0,0,27.2,-,8.7,36.4,7.06,21.0,58.099999999999994,93.1,1006,High,W,Medium
1b6622aa-ca9b-42df-9482-8f011e41560f,06/10/2014,0,0,0,0,28.7,31.9,8.9,-28.4,7.97,15.0,58.2,100.0,1011,H,S,Medium
94592ca8-e0d0-4340-8031-bcfcd80f3b24,07/10/2014,0,0,0,0,29,32,13.4,32.8,7.54,20.0,59.0,100.0,1004,Very High,SW,Medium
662a402d-2a0f-431c-aa6a-055909517dba,08/10/2014,0,0,0,0,29.3,32.2,8.6,25.2,8.32,32.0,59.2,89.9,1010,High,E,High
7c1dea4c-4a41-4cd0-a6fa-93719451fe38,09/10/2014,0,0,0,0,29.2,32.1,--,33.1,7.52,16.0,59.0,100.0,1010,VERY HIGH,W,Medium
5da1e9ec-16bb-41d6-857b-f8b63de55830,10/10/2014,0,0,0,0,29.5,32.6,--,28.1,8.07,16.0,59.099999999999994,87.2,1006,HIGH,NE,High
2e953d57-5613-46b2-9290-fdd5f845b72e,11/10/2014,0,0,0,0,28.8,32.2,7.5,-,7.46,13.0,59.3,97.3,1005,High,SW,Medium
63ca4c4f-4edb-438a-9dad-9cb1d31f247f,12/10/2014,0,0,0,0,--,32.6,7.9,25.6,8.32,15.0,58.8,100.0,1010,Very High,E,High
0ad4e9c0-d4ef-43d4-a5e6-32e416b53e01,13/10/2014,0,0,0,0,29.1,34.1,-,32.8,7.75,23.0,58.5,100.0,1009,High,N,Medium
6f39dfab-dee9-4db4-b090-7ab38c4de4c5,14/10/2014,0,0,0,0,28.5,33.8,6.7,29.2,8.08,14.0,59.3,100.0,1005,very high,SW.,High
5c6716a4-5a09-47b4-97e6-e0189d5cedf4,15/10/2014,0,0,0,0,29,32.8,-,30.6,7.84,16.0,59.4,99.0,1005,Very High,SW,Medium
7b300140-9f6a-4d00-ac1f-05388d16c0a3,16/10/2014,32.6,15.2,18,24,27.5,31.2,5.8,--,4.35,83.0,59.3,100.0,1009,Very High,NE,Low
9081bd5a-e358-4d74-b7c8-fcb9bec25408,17/10/2014,2.4,2.4,2.4,2.4,28.4,32.4,7.8,37.8,6.84,30.0,59.5,100.0,1005,VL,SW,Medium
da90cf21-4e29-4ac3-8e8c-165f559d9353,18/10/2014,2.8,0.8,1.2,1.8,27.4,31.6,7.3,29.2,7.58,30.0,58.8,100.0,1002,Extreme,NW,Medium
0e4f92fc-5044-45c8-a177-84b2864d87b7,19/10/2014,0,0,0,0,27.6,32,6.5,30.6,7.76,19.0,58.5,100.0,1007,High,north,Medium
fe256a8e-67c7-49b8-ad50-a90b8e13496c,20/10/2014,0,--,0,-,28.8,32.5,9.2,33.5,7.52,15.0,59.3,94.2,1010,Moderate,NW,Medium
703dcbfa-8751-4b03-bc39-a5e3e0d42d64,21/10/2014,4.6,1.8,2.6,2.8,27.2,29.3,5.2,--,7.53,19.0,-58.8,100.0,1011,Very High,SOUTHEAST,High
c22487c5-d4f8-4ed9-9cfd-83f4d93af35a,22/10/2014,6,2.4,4,-,26,28.1,3.7,15.8,8.25,31.0,58.099999999999994,100.0,1006,Low,S,Low
ca7c26e6-77b3-42b3-a2f0-9b58c35367fe,23/10/2014,0,0,0,0,28.2,32.4,6,28.1,8.05,18.0,58.5,94.3,1002,MODERATE,SOUTH,High
e0e97756-35b8-4ad5-ad81-1bcebe852dec,24/10/2014,0,0,0,0,28.7,33.1,8.4,28.8,8.05,13.0,58.599999999999994,99.4,1007,High,N,High
ecbcb336-8abc-440c-909a-0b23cc7bc195,25/10/2014,0,0,0,0,--,33.2,9.5,28.8,8.06,12.0,59.099999999999994,91.5,1000,High,E,Medium
65432453-9659-4bec-98d4-5af6048ccae8,26/10/2014,0,0,0,0,29.4,33.1,10.6,35.3,7.4,28.0,59.3,79.1,1005,High,S,Medium
e7b18718-a09b-42e1-bbf5-cc5509b85225,27/10/2014,32.8,21,28.2,28.2,27.5,32.1,5.8,34.2,4.13,92.0,59.2,100.0,1012,Very High,NE,Low
b590bc2f-0447-47e1-bd76-80b0fb0fa572,28/10/2014,-,3.2,-,3.2,28,32.4,5,19.4,8.6,20.0,-58.7,100.0,1009,High,W.,Low
947113ca-c5cf-4587-89ea-4e9b7338bb84,29/10/2014,0,0,0,0,29,33,8.9,34.2,7.5,24.0,59.2,100.0,1009,Very High,SE,Medium
838d6c8c-7f67-4468-9eb9-ac5445e4e74a,30/10/2014,11.6,11,11.4,11.6,28.5,33.5,6.9,29.5,6.86,37.0,-59.3,100.0,1007,Very High,E,Low
af345225-8b1f-471a-bb99-2a966baaaa4b,31/10/2014,17.4,--,17.4,17.4,27.7,--,5.4,37.4,5.4,63.0,59.099999999999994,100.0,1004,Very High,NW,Medium
9546fb82-b155-4d89-991e-1627bb3c035c,01/11/2014,4.4,4.4,4.4,4.4,28.3,31.8,5.1,-,7.52,26.0,59.0,100.0,1004,Very High,W,Medium
d5d3fa3b-b04c-4bf1-88e8-62a8b40410b8,02/11/2014,0,0,0,0,29.3,32.6,7.3,26.6,8.22,16.0,59.5,93.3,1005,High,E.,High
dfd2d932-462b-4288-8ddd-906d946e732e,03/11/2014,0,0,0,0,29.6,32.7,7.2,29.5,7.94,27.0,59.4,95.9,1009,High,SE,Medium
c5219e70-bd25-45a5-8bfe-94d7379acdaa,04/11/2014,0,0,0,0,-,32.9,10,-29.5,7.96,25.0,-59.4,100.0,1004,Moderate,S,Medium
7c89b943-14ab-4a2c-9aca-8ed3311264e4,05/11/2014,-,19.2,20.2,20.4,27.7,33.4,7.4,-37.1,5.19,62.0,59.2,100.0,1007,very high,SW,Low
b2b40d35-867f-416e-880e-452033f0f27b,06/11/2014,12.4,5.8,-,10,26.1,30.7,5.8,27.4,6.71,39.0,58.2,100.0,1003,High,NW,Low
cdf1dff2-fc44-4f1c-8fae-9504be432a9b,07/11/2014,10.4,4.6,4.8,8.2,26.5,31.6,5.8,--,6.43,36.0,58.099999999999994,100.0,1002,High,SE,Low
19024732-6d81-49ed-a860-1479c512bc1d,08/11/2014,50.4,-,20,20,27.2,32.4,7.4,49.7,0.85,100.0,58.7,100.0,1004,High,NW,Low
b05d20d3-b394-4796-a28f-a0a7ec0fb4ea,09/11/2014,4.4,3,3.8,4.2,27.3,30.4,-,28.4,7.38,27.0,58.599999999999994,100.0,1010,H,SE,Medium
11617683-c013-46a9-b820-5b2a9c3b2f6d,10/11/2014,1.4,1.2,1.2,1.4,--,30,6.7,32.8,7.2,14.0,58.7,100.0,1005,High,E,Medium
a6c41815-e653-4fa8-9d44-9ea00a9a1c1b,11/11/2014,5,4.4,--,4.4,26.7,31.6,5.1,28.8,7.4,26.0,58.7,100.0,1006,high,Southward,Medium
326dd3c1-be0f-4bc3-86c4-652d9ddd2dc9,12/11/2014,0.4,--,0.2,0.4,27.2,32.3,5,36,7.21,26.0,58.4,100.0,1005,High,SE,Medium
abb91835-819b-466c-9a86-ae6d0b93311d,13/11/2014,64.4,43.6,60.4,63,27,32,6,50.8,0.0,100.0,58.5,100.0,1004,High,N,Low
a76a336c-4a2f-402a-acca-1763a6bef1a3,14/11/2014,0.2,0.2,0.2,-,27.8,32.8,-,--,7.64,16.0,58.5,91.4,1002,High,NE,Medium
084546af-b53a-4b50-bcfb-85dc9d357279,15/11/2014,-,11,11.4,11.6,27.1,30.9,-,-,5.97,46.0,58.2,100.0,1007,High,N,Low
e32bd057-7460-46e5-ae1a-8b26c7f459cc,16/11/2014,8,6.2,7.8,8,26.4,30.8,4.9,24.8,7.42,40.0,58.7,100.0,1007,High,SW,Low
e7c06047-24b4-4840-a736-3c14931cf9e4,17/11/2014,0.2,0.2,0.2,0.2,26.5,32,8,40.7,6.73,20.0,58.4,94.6,1010,High,northwest,High
0e2630d7-00e8-4cd2-bfa2-dae578db9155,18/11/2014,7.6,2.6,4,--,25.6,26.9,-,15.8,7.97,32.0,58.5,100.0,1009,Below Average,NE,High
70d39b60-8025-4d9e-9b7b-9dd73590b79c,19/11/2014,0,0,0,0,27.6,32.3,-,27,8.15,25.0,-59.1,98.0,1003,HIGH,W,High
69523dfa-f4fb-4b87-bae1-09762d44b500,20/11/2014,0,0,-,-,27.8,31.5,7.7,27.7,8.0,12.0,59.3,92.3,1010,High,SE,High
1e4022ed-a92a-4aec-b8ff-285e826fa699,21/11/2014,0.2,0.2,0.2,--,27.4,30.9,--,-33.8,7.31,22.0,59.099999999999994,90.9,1012,High,NE.,Medium
33641125-cef9-4322-9505-2b0fa0de46ba,22/11/2014,1.6,1,1.4,1.6,--,32.3,6.8,26.3,8.06,19.0,59.5,97.0,1005,High,SW,High
7cbc2044-5ff5-40d6-8950-2ed5f7f031a4,23/11/2014,3.2,3.2,3.2,3.2,27.9,32.1,5.4,29.2,7.59,26.0,59.4,100.0,1007,Very High,N,Medium
33957d0e-f65c-4400-b5ed-3a9c4d36836f,24/11/2014,1.6,0.8,0.8,0.8,-,32.1,5.8,24.8,8.19,21.0,59.099999999999994,100.0,1010,Very High,E,High
24c713fc-03a1-4a8b-9de0-814c80a65771,25/11/2014,0.2,0.2,0.2,0.2,28,32.7,6.1,28.4,8.03,15.0,59.099999999999994,87.4,1006,High,SE,High
10e75757-511e-45f0-82ff-66d8d462ae10,26/11/2014,39.4,32.2,38.4,38.4,27.3,32.5,5.5,23.8,4.55,100.0,59.099999999999994,100.0,1009,very high,N,High
9c391385-2efd-4105-a6b7-0ea64b72b289,27/11/2014,-,0,0,0,-,31,7.6,27.4,7.98,10.0,59.3,100.0,1004,Very High,S,High
6fd800dd-6e75-4a1e-a26f-40f8f6caf96f,28/11/2014,0.6,0.2,0.4,--,28,30.9,6.7,29.5,7.7,19.0,59.4,100.0,1008,VERY LOW,S,Medium
4ccea88a-2036-4408-9d87-bd556f638be7,29/11/2014,0.6,0.2,0.4,0.6,--,31.4,5.5,28.1,7.89,18.0,58.0,100.0,1012,High,SW.,Medium
873f6200-39ab-4b50-8758-dd77c7513f25,30/11/2014,0,0,-,0,27.9,31,5.9,27.7,7.95,18.0,-59.0,100.0,1010,Very Low,NE,Medium
db056553-21c6-4484-a1e3-9b865876231f,01/12/2014,26.4,22.2,22.8,23.4,26.4,29.8,4.3,49.7,2.99,75.0,58.3,100.0,1008,High,SE,Low
93a830b2-9181-4f70-8bf8-1a7823c47902,02/12/2014,0,0,0,0,28,32.7,4.6,21.6,8.73,6.0,58.2,96.9,1002,H,W,High
b332a7c9-83ae-47a2-b4e3-c7431c5f3842,03/12/2014,0,0,0,0,28.6,33.5,5.8,21.6,8.81,13.0,59.099999999999994,100.0,1008,very high,SW,High
aefd8b4e-079d-445c-93ec-75769ab7f040,04/12/2014,18.8,5,9.2,15.8,25.9,-,4.9,28.4,5.66,59.0,57.599999999999994,100.0,1008,High,SW,Low
41774376-da56-4a87-bedb-4b6f184c1ac5,05/12/2014,0,0,0,0,28,32,7.8,24.1,8.41,25.0,58.4,100.0,1006,High Level,N,High
53fdaea3-0540-4b04-b45d-bd3e4105ad09,06/12/2014,--,21.2,26.6,27.2,26.8,30,5.7,42.1,3.67,68.0,58.9,100.0,1010,Very Low,W,Low
70672c9e-f888-4426-b8d3-09b3d2195dc1,07/12/2014,-,27.8,28.4,28.6,26.8,-,5.3,34.6,4.0,100.0,58.4,100.0,1008,High,SE,Low
ee784abc-190f-45ad-91ee-d6f90eacd93e,08/12/2014,0,0,0,0,--,30.4,6.3,26.6,8.0,22.0,58.5,100.0,1005,High,SW,High
687a2943-bd83-4eb1-8857-db67019509b6,09/12/2014,0,0,0,0,28,31.4,9.4,30.6,7.7,20.0,58.8,93.4,1006,High,SW,Medium
6356467c-c909-4b03-8389-90e056cabbc4,10/12/2014,0,0,0,0,28.4,--,10.2,32,7.63,14.0,58.5,100.0,1006,High,west,Medium
940a285d-02dc-4881-909b-f245eec746df,11/12/2014,0,0,0,0,28.2,31.8,9.3,32.4,7.56,20.0,58.5,100.0,1009,H,N,Medium
c7416392-6d0b-45f4-83c4-e4e9bb3b583b,12/12/2014,0,0,0,0,28.4,32.2,11.2,35.6,7.28,19.0,58.7,94.9,1006,H,S.,Medium
c3bc86e1-e86d-45ce-812f-94313af88b13,13/12/2014,0,0,0,0,28.6,32,10.1,33.8,7.44,16.0,59.2,83.1,1005,High,S,High
8914cba3-0973-44bf-bcf1-0a7f660840bd,14/12/2014,0,0,0,0,28.9,32.4,9.5,28.1,8.05,13.0,59.099999999999994,100.0,1009,Very High,W,Medium
26c5d07e-7d45-464f-a144-48fc09220f4a,15/12/2014,0,0,0,0,27.9,32,9.1,36,7.22,19.0,58.9,91.2,1008,high,northeast,Medium
cd0c4e17-3054-485b-945f-adbb37e030bd,16/12/2014,5,2,--,4.2,26.8,--,6,17.3,8.33,28.0,58.7,100.0,1004,MODERATE,northwest,Medium
0895190a-78ae-4138-8d28-b09b152b9088,17/12/2014,17.6,16.4,-,17.6,26.4,30,6.7,31.3,5.73,51.0,58.5,100.0,1010,H,SW,Medium
c3361a6c-af19-479f-b76c-2495336476ee,18/12/2014,0,0,0,0,27.8,--,10.4,--,7.66,17.0,59.3,100.0,1011,Very High,SW,Medium
3750d674-4af0-4337-8001-b49c1e0b1039,19/12/2014,15.6,2.4,4,7.6,--,26.4,5.8,-,6.25,47.0,58.099999999999994,100.0,1006,HIGH,SW,Low
4e142c92-6e35-4e97-a359-da034d9f39e0,20/12/2014,0.4,0.4,0.4,0.4,26.9,32.1,6.2,32.4,7.55,27.0,58.9,100.0,1008,VH,NE,High
358b2ad7-7912-4788-a3b8-0ba421628547,21/12/2014,-,0.2,0.2,0.4,27.2,31.4,7.1,34.6,7.26,21.0,58.7,100.0,1007,High,SW,Medium
ad01c13a-6738-4eb4-ae79-e6e478b51b75,22/12/2014,0.6,0.6,0.6,0.6,26.8,-,5.4,22,8.37,19.0,58.5,76.0,1009,Moderate,N,High
2036d4f9-f8af-4003-b51e-ddf778e789bd,23/12/2014,0.2,0.2,0.2,--,26.4,-,5.7,21.6,8.32,16.0,-58.7,96.0,1010,HIGH,NE,High
fe265931-0065-4b0d-82d1-55338ffe91f3,24/12/2014,0.6,--,0.6,0.6,26.9,30.9,7.2,-,7.77,23.0,59.0,100.0,1004,Very High,NE,Medium
77fe412d-a305-491b-948f-494f9a997a76,25/12/2014,-,25.2,29.2,34.4,27.3,--,4.8,20.5,4.97,98.0,59.0,100.0,1004,VERY HIGH,SW.,Low
42339b7c-289e-4a68-b53c-3519fe1c02ba,26/12/2014,48.2,--,18.2,26.2,25.4,-,6.3,28.8,2.9,100.0,58.3,100.0,1012,High,northeast,Low
990cb9fb-974c-4d61-92e7-9ebfaf5e832a,27/12/2014,9.6,4,7.4,8.8,26,30.3,6.3,32.4,6.45,32.0,58.099999999999994,100.0,1006,H,E,Low
960ddef2-0070-4e64-bc3c-fb717fee49c4,28/12/2014,1.2,0.8,1,1.2,26.2,29.9,7.4,-,7.79,24.0,-58.1,100.0,1005,High,NW,Medium
e54a79ce-4a4b-4021-b6be-9e4d454bc19c,29/12/2014,2,1.2,1.8,1.8,25.8,28.9,9.7,37.1,6.6,24.0,57.2,100.0,1007,High,SE,Medium
d2705f74-2710-40bc-ac71-b7f375481d1b,30/12/2014,0,0,0,0,25.5,-,--,32,7.13,13.0,57.5,93.0,998,HIGH,NW,Medium
e793586b-15dc-48f9-b02a-025167c29d85,31/12/2014,0,0,0,0,26.3,29.2,9.7,32,7.34,20.0,57.9,90.1,1009,VERY HIGH,SE,Medium
b66f601f-a2a0-42f1-9b19-bff4e55999e1,01/01/2015,--,0.6,0.6,0.6,-,27.5,7.6,-,7.68,16.0,57.7,100.0,1008,High,NE,Medium
48677174-b5eb-4eaf-b385-1041701d2ab8,02/01/2015,0,0,0,0,26.8,30.3,11.2,39.6,6.69,15.0,57.4,100.0,1008,High,N,Medium
48643de8-c6cc-45b2-b0d1-ae5afbd45696,03/01/2015,0,0,0,0,27.1,30.7,8.7,29.9,7.7,8.0,57.4,100.0,1004,High,NE,Medium
cae9ba26-60ab-4267-9c06-9173e60db602,04/01/2015,0,0,0,0,27.7,32.1,8.4,27.7,8.06,18.0,57.5,95.5,1004,High,S,High
a994dcc4-32f4-4503-85ce-d430e0ecea20,05/01/2015,0,0,0,0,27.8,-,8.6,25.6,8.3,13.0,58.099999999999994,80.7,1009,High,NW,High
a89b10bd-fb72-4bfc-904c-f6211a914c47,06/01/2015,21.8,7.6,13.6,19.8,-,31.3,7.6,30.6,5.51,76.0,-58.5,100.0,1014,high,NW.,Low
1f9b351d-5d97-47ac-b41f-d7c65bd1e8b6,07/01/2015,22.4,18,18.6,21,26.2,31.1,5.9,-,5.72,63.0,58.3,100.0,1012,High,SE,Low
a9fe8317-75d0-4ae7-9e06-af7b1244096f,08/01/2015,0.8,0.2,0.2,0.4,25.8,--,6.3,24.5,8.09,20.0,58.099999999999994,100.0,1012,High,NW,High
1148ba0e-3298-4eb5-8bd9-f2b35f16cc17,09/01/2015,0.4,0.2,0.2,0.4,25,27,6.7,21.6,8.12,18.0,57.599999999999994,98.9,1009,High,E,High
22d86552-1057-43cb-9ab7-d2bb81aff867,10/01/2015,33.6,26.6,28.2,33.6,25.9,30.7,8.4,33.8,3.95,87.0,57.7,100.0,1005,High,NW,Low
f1ea67dc-a3e8-4207-9f00-4178ef61c629,11/01/2015,0,-,0,0,26.7,29.9,9,31.3,7.48,16.0,58.099999999999994,100.0,1010,High,E,Medium
3339c198-d3b0-4957-ba1a-c0b7e473b88f,12/01/2015,0,0,--,0,27.3,30.9,11.9,33.8,7.33,23.0,58.2,96.1,1013,High,NW,Medium
31bae671-b8ae-46e9-b637-daaf10a6b63f,13/01/2015,0,0,0,0,27.4,31.5,13,36.7,7.1,19.0,57.9,100.0,1017,High,SW,High
c51ad65c-a509-45aa-97f5-462a4dcbbf9e,14/01/2015,0,0,0,0,27.6,30.8,12.9,34.6,7.24,26.0,58.099999999999994,80.9,1007,High,S,Medium
6d0d0b49-4b80-4508-bd15-97325755af34,15/01/2015,0,-,0,0,27.2,31.1,11.8,38.2,6.91,21.0,57.7,100.0,1010,High,NORTHEAST,Medium
95f5bf1c-3666-46cd-8a39-11f5fe675e22,16/01/2015,0,0,0,0,26.9,31,11.8,34.9,7.23,12.0,57.0,96.5,1007,High,E,Medium
7dce98aa-08a0-4954-9079-cc184490a1b3,17/01/2015,0,0,0,0,26.8,30.9,11.4,36,7.11,14.0,56.599999999999994,100.0,1010,High,NW.,Medium
d57edf1a-2256-49f6-8fef-dd400c96ca31,18/01/2015,0,0,0,0,26.7,30.6,13.3,37.8,6.9,23.0,57.0,91.0,1009,High,W,Medium
05d99974-634e-46b5-b784-01dc75b2448b,19/01/2015,0,0,--,-,27,30.8,14,37.4,6.96,20.0,56.9,100.0,1007,High,SW,Medium
fafcdfbb-9d23-4c0e-94eb-6359779411c0,20/01/2015,-,0,0,0,27,30.7,15,34.6,7.23,20.0,-57.4,96.5,1015,High Level,SE,Medium
ea79f17f-b656-44aa-9946-a7f89b03c17a,21/01/2015,0,0,0,0,26.9,30.7,13.3,36.7,7.02,14.0,57.4,97.1,1013,High,N,Medium
3f3c0323-dc27-45c2-9f07-106d594214d2,22/01/2015,0,0,0,0,27.2,30.9,-,42.5,6.46,19.0,57.3,88.5,1008,High,S,Medium
9b36bd51-8083-4107-8c8c-a8940ca92c02,23/01/2015,0,0,0,0,26.8,30.4,14.4,-37.4,6.92,14.0,57.0,100.0,1004,High,N,Medium
e4edd584-9dee-4efb-bfde-1f45be8ddaba,24/01/2015,--,0,0,0,27,30.9,13.7,-32.4,7.47,12.0,57.099999999999994,86.6,1010,High,E,Medium
998f7614-63c9-41c6-834f-7c85ad206f29,25/01/2015,-,--,0,0,27.1,30.6,12.7,32.8,7.4,23.0,57.2,100.0,1015,High,N,Medium
7deec860-943c-4da1-9ea5-e2645b36873f,26/01/2015,0,0,0,0,27,30.7,12.8,34.2,7.27,11.0,57.2,91.8,1005,high,NW,Medium
3f1c1429-c319-416d-ac22-776487a41caa,27/01/2015,0,0,0,0,-,31.3,13.8,34.9,7.26,19.0,57.2,84.2,1009,High,E,Medium
cb867e68-920b-4068-b41c-47f5a07e63ff,28/01/2015,0,0,0,0,27.4,31.8,11.8,30.2,7.78,11.0,57.7,89.0,1009,High Level,NW.,Medium
49bd9894-c4a0-4305-b746-045022962683,29/01/2015,0,0,0,0,26.5,29.4,10,30.6,7.5,18.0,57.7,90.1,1010,High,NE,Medium
2bc70bc5-c0e9-42a7-8cce-72f9ca141c42,30/01/2015,0,0,0,0,26.9,31.2,11.1,35.3,7.21,23.0,58.099999999999994,100.0,1006,Very Low,W,High
ab996e97-9fcc-4d19-836b-e9f95d9dc4b8,31/01/2015,0,0,-,0,27.3,31.8,13.1,--,6.98,24.0,57.8,81.9,1014,High,NW,Medium
543d201e-70e0-41b3-8617-b488bc801ab3,01/02/2015,-,0,0,--,26.5,31.2,11.9,40,6.74,25.0,56.2,84.8,1004,Moderate,SE,High
