data_ref,date,pm25_north,pm25_south,pm25_east,pm25_west,pm25_central,psi_north,psi_south,psi_east,psi_west,psi_central
cd0c4e17-3054-485b-945f-adbb37e030bd,16/12/2014,11,10,11,10,8,43,35,-,30,29
0895190a-78ae-4138-8d28-b09b152b9088,17/12/2014,8,9,8,9,--,37,40,44,--,31
c3361a6c-af19-479f-b76c-2495336476ee,18/12/2014,7,10,12,8,7,36,41,48,42,34
3750d674-4af0-4337-8001-b49c1e0b1039,19/12/2014,5,4,9,5,5,33,31,34,27,27
4e142c92-6e35-4e97-a359-da034d9f39e0,20/12/2014,6,7,9,7,7,35,28,39,25,29
358b2ad7-7912-4788-a3b8-0ba421628547,21/12/2014,7,8,9,6,6,27,27,39,23,26
ad01c13a-6738-4eb4-ae79-e6e478b51b75,22/12/2014,7,6,8,6,5,31,35,39,27,26
2036d4f9-f8af-4003-b51e-ddf778e789bd,23/12/2014,7,10,11,7,7,32,44,42,29,31
fe265931-0065-4b0d-82d1-55338ffe91f3,24/12/2014,9,8,8,8,7,36,39,41,-,31
77fe412d-a305-491b-948f-494f9a997a76,25/12/2014,13,10,12,13,8,45,43,44,51,34
42339b7c-289e-4a68-b53c-3519fe1c02ba,26/12/2014,8,11,--,8,11,52,53,53,53,--
990cb9fb-974c-4d61-92e7-9ebfaf5e832a,27/12/2014,8,7,9,6,8,40,35,-,29,38
960ddef2-0070-4e64-bc3c-fb717fee49c4,28/12/2014,-,7,7,5,-,28,32,31,27,31
e54a79ce-4a4b-4021-b6be-9e4d454bc19c,29/12/2014,6,4,5,--,5,24,24,--,21,19
d2705f74-2710-40bc-ac71-b7f375481d1b,30/12/2014,8,6,8,6,5,24,24,23,21,24
e793586b-15dc-48f9-b02a-025167c29d85,31/12/2014,12,10,13,14,10,46,41,52,46,37
b66f601f-a2a0-42f1-9b19-bff4e55999e1,01/01/2015,14,17,-,18,14,52,54,55,55,52
48677174-b5eb-4eaf-b385-1041701d2ab8,02/01/2015,16,13,19,18,13,-,--,58,57,51
48643de8-c6cc-45b2-b0d1-ae5afbd45696,03/01/2015,15,14,22,15,11,57,56,64,-,53
cae9ba26-60ab-4267-9c06-9173e60db602,04/01/2015,10,10,10,9,9,45,45,53,51,42
a994dcc4-32f4-4503-85ce-d430e0ecea20,05/01/2015,8,11,11,10,7,32,36,41,36,33
a89b10bd-fb72-4bfc-904c-f6211a914c47,06/01/2015,10,--,13,8,-,50,--,54,46,-
1f9b351d-5d97-47ac-b41f-d7c65bd1e8b6,07/01/2015,8,7,--,8,8,35,41,40,38,32
a9fe8317-75d0-4ae7-9e06-af7b1244096f,08/01/2015,7,8,9,7,6,--,36,44,-,28
1148ba0e-3298-4eb5-8bd9-f2b35f16cc17,09/01/2015,7,7,8,6,6,31,36,35,26,28
22d86552-1057-43cb-9ab7-d2bb81aff867,10/01/2015,6,6,8,7,6,29,27,38,27,24
f1ea67dc-a3e8-4207-9f00-4178ef61c629,11/01/2015,9,8,10,9,7,34,35,51,36,30
3339c198-d3b0-4957-ba1a-c0b7e473b88f,12/01/2015,11,8,11,--,9,40,41,--,40,31
31bae671-b8ae-46e9-b637-daaf10a6b63f,13/01/2015,9,8,11,9,8,39,42,51,44,35
c51ad65c-a509-45aa-97f5-462a4dcbbf9e,14/01/2015,8,9,10,9,8,-,35,39,41,28
6d0d0b49-4b80-4508-bd15-97325755af34,15/01/2015,11,8,15,10,8,43,41,53,--,30
95f5bf1c-3666-46cd-8a39-11f5fe675e22,16/01/2015,12,11,16,11,10,52,45,--,48,38
7dce98aa-08a0-4954-9079-cc184490a1b3,17/01/2015,18,12,17,16,10,54,52,58,54,49
d57edf1a-2256-49f6-8fef-dd400c96ca31,18/01/2015,11,12,--,12,10,50,46,52,51,38
05d99974-634e-46b5-b784-01dc75b2448b,19/01/2015,13,13,18,16,11,48,53,55,53,44
fafcdfbb-9d23-4c0e-94eb-6359779411c0,20/01/2015,16,17,21,20,15,53,56,56,57,52
ea79f17f-b656-44aa-9946-a7f89b03c17a,21/01/2015,16,21,22,21,17,57,-,62,61,56
3f3c0323-dc27-45c2-9f07-106d594214d2,22/01/2015,22,26,26,24,23,57,-,62,--,59
9b36bd51-8083-4107-8c8c-a8940ca92c02,23/01/2015,12,14,15,13,14,60,63,65,63,61
e4edd584-9dee-4efb-bfde-1f45be8ddaba,24/01/2015,17,17,19,--,18,52,53,55,55,53
998f7614-63c9-41c6-834f-7c85ad206f29,25/01/2015,28,36,33,32,28,63,71,70,70,68
7deec860-943c-4da1-9ea5-e2645b36873f,26/01/2015,20,27,25,24,22,65,72,69,-,66
3f1c1429-c319-416d-ac22-776487a41caa,27/01/2015,13,-,17,--,18,57,60,61,63,59
cb867e68-920b-4068-b41c-47f5a07e63ff,28/01/2015,14,10,12,-,-,52,52,54,57,53
49bd9894-c4a0-4305-b746-045022962683,29/01/2015,7,10,11,12,9,43,48,49,55,47
2bc70bc5-c0e9-42a7-8cce-72f9ca141c42,30/01/2015,8,7,10,11,8,29,40,39,43,31
ab996e97-9fcc-4d19-836b-e9f95d9dc4b8,31/01/2015,10,8,12,9,7,41,38,46,48,36
543d201e-70e0-41b3-8617-b488bc801ab3,01/02/2015,8,8,12,10,8,40,40,52,--,33
e834e0b7-8327-41b6-98ec-16fbcc2ff5db,02/02/2015,13,11,17,13,9,46,45,54,52,36
fa0a4b18-5287-46fe-9b74-618c142d2524,03/02/2015,13,9,16,12,9,55,50,57,52,38
811cbde1-4581-4acb-955b-5949b9ef14f4,04/02/2015,6,10,11,8,6,32,36,47,-,30
44e2bd5b-00b5-4f6d-8850-217c601b4578,05/02/2015,9,14,14,14,9,36,51,53,52,36
e1dd9e6b-93ef-4867-9a45-7b4c39880297,06/02/2015,9,--,12,12,9,37,48,46,47,35
7d68acb2-fb59-40cd-86b9-152b967df9be,07/02/2015,12,14,13,12,--,-,51,53,50,39
ff44637e-dae2-4254-9423-be0bd3ae30c3,08/02/2015,15,13,18,16,14,56,55,57,55,52
8d91f558-6fc6-423c-b6c7-ab95b0bebf6a,09/02/2015,17,-,15,15,13,54,55,56,53,53
9b1ae58e-5f93-42b7-87be-f795e7d4d2ef,10/02/2015,13,14,16,15,11,56,53,55,55,49
c7e8ce6c-2910-435a-9f32-2a2b45db2fd6,11/02/2015,20,17,25,24,18,53,54,59,56,53
94df516d-3eaf-46d0-864c-e63798e99e4a,12/02/2015,17,21,26,22,19,59,60,67,65,60
29b55cfc-e9a1-46e2-a9e5-2222c2018278,14/02/2015,16,18,22,20,16,55,58,76,61,56
849e1279-c305-48db-a293-c9d4fcbe8702,15/02/2015,15,23,21,19,17,56,70,64,59,56
1b7374a7-9549-47d1-8d5c-60a475eae101,16/02/2015,14,22,18,18,16,54,63,61,60,56
a5a03028-636f-4c8c-b593-193027f5e26b,17/02/2015,14,-,15,14,14,54,60,57,59,56
cde4f63f-b33b-40e4-b164-d7277eeb371e,18/02/2015,11,14,11,12,10,52,54,53,-,51
f1986b06-2e79-4d59-91a2-296d50e66809,19/02/2015,--,5,7,7,5,47,42,53,34,-
c682e1fa-7c79-4dfe-bc05-93a0b113d377,20/02/2015,8,9,11,10,9,32,28,40,-,33
c5a3a46f-2954-45d9-810b-6f2d444d3fc8,21/02/2015,11,12,11,12,--,44,47,51,49,48
7e8afea2-ff11-45d1-adb2-43015cb0c524,22/02/2015,8,8,9,10,9,38,40,50,47,40
9a18cd86-10e6-4bd2-8b5a-09f7c69413f6,23/02/2015,9,8,13,--,9,34,33,52,44,37
3bdd62a0-51c7-476b-ba39-6fdd2ece18e0,24/02/2015,11,15,13,12,13,40,54,53,54,51
e2ef881b-2eac-4038-b70a-1d664f82cae0,25/02/2015,11,10,15,15,13,44,52,53,53,50
0bfcf3af-5f51-4071-b911-dbdae09ec5f1,26/02/2015,11,12,11,15,12,48,52,53,56,53
a510bf30-8a50-4df9-b471-a730a0a47d33,27/02/2015,11,13,14,13,12,53,53,54,55,-
e5c601f1-8e8d-4ceb-9987-4b798811d8fc,28/02/2015,10,11,13,11,11,40,52,53,51,51
56f24222-6fb7-41f2-a752-cba5b596da7a,01/03/2015,10,7,13,10,7,44,41,52,42,--
80acaa73-2d3b-4a9d-acdc-7614a24ed4ce,02/03/2015,12,11,11,12,9,43,33,46,50,-
ef9c10b5-0d24-421c-b3ef-5f36493a1392,03/03/2015,14,--,17,17,10,51,53,56,57,-
2cfd39d1-1a71-4730-ad8d-8e454a7f4d7b,04/03/2015,13,12,17,16,13,-,55,56,58,52
7e06a51f-9ce7-4ff9-b2af-137cc89f8358,05/03/2015,14,15,17,21,16,--,56,57,60,-
0bf4133f-2195-4681-a614-f49f56e34ab0,06/03/2015,17,19,22,26,19,57,--,61,64,60
a801cba8-fe04-472b-b34c-5d163ca07340,07/03/2015,11,--,15,13,12,55,59,59,63,58
30fc0cf2-df17-4b2a-ac42-cad9f9869d13,08/03/2015,11,9,12,13,9,45,43,51,-,41
978fe317-329d-4e10-a0fd-2b4843d6835d,09/03/2015,-,9,14,9,-,43,39,50,46,32
98d6b1ed-d17a-46c8-afc9-673c44cc7c5c,10/03/2015,12,12,-,11,10,52,50,52,48,41
1c34b1a3-aa31-4869-8eca-e4bdb6927d28,11/03/2015,10,8,10,8,9,46,43,45,48,43
6f1bef9e-b02d-44fd-9f10-01b19a028757,12/03/2015,11,15,14,13,12,44,46,52,45,39
71a61875-7945-49be-886f-54dd227b51f5,13/03/2015,10,13,12,14,12,42,52,47,52,51
dd3e7652-b0cb-48f7-87c1-fd107756780a,14/03/2015,9,9,11,13,11,44,--,47,--,44
20269b01-8d00-4dff-9b23-b8b71b300025,15/03/2015,--,8,10,10,8,45,39,43,53,41
9b2408cd-f1e9-4604-809d-8f2d69fa39a4,16/03/2015,14,11,15,17,12,47,43,47,52,40
e3c13c4b-e0bd-4da6-9709-2e39b1f0fd3a,17/03/2015,-,11,16,-,15,57,56,55,61,54
0b1f0449-f6af-47e4-94c7-b6f1c27ac867,18/03/2015,18,15,16,23,14,58,55,55,65,54
aab49f55-a6b2-4595-9629-140077f13e9f,19/03/2015,18,15,18,24,19,-,56,-,66,58
3f566779-8b0f-487b-9c14-440f01941f58,20/03/2015,29,31,31,40,32,63,65,68,71,65
3e7154a0-3e4b-455c-89de-4b868bb2c867,21/03/2015,-,26,25,33,26,-,77,74,84,-
c175a138-df57-4a34-b131-b1dcc134a23d,22/03/2015,21,23,29,27,25,68,--,71,77,70
ebbb11ac-c40c-400b-a0bb-80981fd06149,23/03/2015,25,24,25,29,24,63,63,64,68,63
1ed7a032-e781-4433-b47c-5d78e590bee9,24/03/2015,19,17,18,21,17,63,59,62,66,62
84cadabe-7905-46ce-a9e0-04567188e1d8,25/03/2015,12,11,-,13,12,58,53,53,57,55
3d30d584-5ff6-4c35-afde-56def29a21e6,26/03/2015,14,15,14,17,16,52,52,51,55,51
a713b10b-133b-4ab6-823e-78d98bc04a54,27/03/2015,13,14,12,15,11,51,53,52,55,53
a2602e72-dd5a-4f6c-91d2-f06d216f0787,28/03/2015,12,20,13,13,12,48,57,52,53,49
8f07f223-b6db-49ed-9de8-cfa84738b027,29/03/2015,14,16,12,14,10,54,57,53,--,46
d477221d-9ee7-4776-98e7-f40df009357f,30/03/2015,15,15,14,14,12,55,56,52,52,45
a992c202-0290-48ed-973c-fd7b51940943,31/03/2015,16,--,14,17,14,55,53,54,56,51
0e5f5049-759e-4dbf-8982-6d23d004422a,01/04/2015,14,17,16,-,-,57,55,54,53,53
644f855a-04f1-4e77-be69-574f2d93eb79,02/04/2015,13,13,14,--,12,51,53,55,-,53
0d85dbee-b4a4-495d-81e0-ef800b1b331e,03/04/2015,18,19,21,17,19,-,55,57,50,53
838ad775-4e62-4575-b09a-a3923c269a18,04/04/2015,-,26,23,28,26,62,65,65,61,63
c0778d41-428a-470b-9d06-ac0cad3e8505,05/04/2015,17,15,-,21,13,61,60,56,65,58
9a675542-e97d-4503-bbb1-7c4b2c1af8fa,06/04/2015,21,19,19,23,21,58,58,53,62,58
c4e8b33c-5cc4-4e45-a121-c22758873bc5,07/04/2015,12,11,11,17,15,59,57,59,-,63
3a5d9a5d-d933-4553-b52d-f05c25ec1048,08/04/2015,8,12,8,11,8,40,45,--,52,42
c6053a23-bd31-47ff-8fb1-5d8776f3784d,09/04/2015,11,13,10,13,9,43,52,35,53,39
cfaf0138-1daa-4dfc-aa9d-036843c0ec41,10/04/2015,9,8,8,11,8,43,51,-,50,39
7f373ac3-4d89-4ecf-a6a7-61d22175bf7d,11/04/2015,12,11,-,17,11,39,35,36,44,35
c43407ba-d60d-421a-9ff2-905042cd8a05,12/04/2015,12,13,16,18,12,56,53,57,60,51
4dbd7e9a-2661-4a4b-9d6b-917ff65a89c0,13/04/2015,14,15,15,21,17,53,53,54,57,52
e4afe1a5-8d4a-4b11-9d31-77c4a852e681,14/04/2015,11,11,11,13,10,53,53,52,--,--
1f9ff5b2-2bff-4994-ae6e-9ae90562c174,15/04/2015,10,--,9,12,8,44,46,42,51,43
c1027b9e-b044-457d-92d2-650fb53a2c0c,16/04/2015,12,9,--,12,7,52,40,36,50,32
f4390533-fbed-40dc-a5cb-f2bfac4816ca,17/04/2015,16,12,-,--,14,54,47,46,55,51
00fc94e6-33c8-4619-99c3-96255f868f11,18/04/2015,18,15,16,19,15,57,51,52,55,53
fb712474-d805-461a-85ac-4e1f66661751,19/04/2015,14,20,13,19,-,56,60,-,64,--
eaae061e-b964-4ff8-9d38-b424006ad2fc,20/04/2015,21,17,19,22,18,--,64,60,60,60
0b70f555-dfa4-4db3-b1cf-d26b69bfa70b,21/04/2015,34,24,31,41,-,72,61,65,77,68
a38091e5-f558-4627-89bb-b7cd7485c41b,22/04/2015,21,18,21,14,17,63,63,62,60,59
7dceb1e1-9964-4914-872e-f28c6b909e6a,23/04/2015,16,20,22,10,19,60,59,64,52,58
dbd61a48-f0bb-4147-9899-ecb940a00e88,24/04/2015,16,16,-,10,18,58,62,59,50,-
31102658-1c88-478c-aa1e-1644acb5683c,25/04/2015,-,12,16,10,13,56,51,58,42,--
27cd082b-8b7f-4087-a684-2541218e7d19,26/04/2015,10,8,7,9,--,-,45,38,48,43
606d6e87-7932-4722-a1b5-3bb01879b725,28/04/2015,-,13,18,17,16,59,61,64,-,58
b0b72d8a-c227-40ee-b5ee-f4f27f66850e,29/04/2015,12,13,-,12,14,53,52,58,52,55
f844bae0-3340-4e50-b67f-e40ed49f5e48,30/04/2015,14,16,18,13,16,-,54,56,52,55
1f206d4d-982e-44ea-abf4-53ce1407bf23,01/05/2015,18,21,21,16,17,55,59,59,56,57
20ab5e1c-c875-405c-9200-e55e815b5de7,02/05/2015,13,20,18,14,17,55,--,58,52,56
31e70f1a-a0b0-4d75-91d7-d85375c72ff3,03/05/2015,-,10,7,6,8,51,52,52,39,47
e43737f1-de87-430d-9353-0ec308f1b8fe,04/05/2015,18,13,15,17,-,55,50,45,-,47
78036a9d-0af2-4256-9a3f-b4f634a531b5,05/05/2015,25,18,17,27,20,68,66,71,68,63
eebcc0f3-d264-4c3a-b707-51cecc7ddc10,06/05/2015,23,--,14,23,26,62,53,52,63,63
cdbe2a61-d4b0-4d1a-8709-fef1c2dad49e,07/05/2015,14,12,10,22,10,58,58,54,64,57
7eafb0ee-c84d-4d50-82c7-8bf95aff744c,08/05/2015,16,11,--,18,11,60,52,49,62,51
20053e7b-f7bf-4984-9772-06aa6e752fc8,09/05/2015,-,8,8,9,9,--,38,33,38,38
b9cc0f6b-331c-4b09-b5f4-1af02b6212bb,10/05/2015,10,10,10,13,9,41,46,37,47,39
c448c6d9-4bdd-4f65-bc7e-2d9977883a79,11/05/2015,--,11,9,14,8,49,47,46,53,40
2e3205ab-ae0e-43e7-b6c9-610f4fc1b99a,12/05/2015,14,13,10,-,8,47,43,-,50,38
bcdbdf2f-0fcc-4ab7-8b30-c5dfc34318b8,13/05/2015,16,11,12,18,11,56,51,50,57,44
f6fa2927-7e4c-4be2-a00a-6dc5c0394ccb,14/05/2015,11,8,9,15,8,53,44,39,56,--
4db4b092-af5b-45ae-bca8-c770487bbded,15/05/2015,25,18,--,18,18,60,55,57,53,55
10c3aa24-b9e1-40e0-a240-ea03272294bc,16/05/2015,9,6,6,9,6,56,46,38,57,47
698ce66c-6286-4f3f-8ba4-bc560374f4de,17/05/2015,7,6,7,7,7,33,24,27,38,28
a22093ff-e141-42b1-aa3d-872ff2cd2b9d,18/05/2015,20,11,--,21,14,52,38,52,55,53
3fdbd1d6-d1db-46c3-a246-5544887e3bcb,19/05/2015,22,10,10,14,10,65,-,49,-,52
cd6cbbc2-8ad4-4226-8c56-4c6762b9f923,20/05/2015,--,13,10,--,10,54,43,46,53,38
2685d3b5-e793-471e-9745-3318830b0735,21/05/2015,-,15,13,23,15,-,55,53,61,55
38018e74-7cf7-4181-a7a7-bc891c16ccce,22/05/2015,21,12,-,17,-,58,53,53,58,51
7fa057d1-18e0-4511-823d-1d66def9a2e6,23/05/2015,17,19,15,12,14,55,53,53,54,52
77dc7638-f2e2-493b-ac13-d05ead47248a,24/05/2015,13,8,14,13,10,55,56,56,54,-
8590b0d7-341d-45c5-abf2-7740943a4444,25/05/2015,15,12,10,14,10,53,40,42,54,41
4e3e4091-0487-43d7-a45b-af2839574bd8,26/05/2015,19,11,11,-,11,61,50,42,55,40
e1700778-e248-4ea0-b15f-e6431b827f8b,27/05/2015,12,-,11,15,13,55,55,53,57,54
69c6e35c-80ce-43ab-aac8-77b7f01336fe,28/05/2015,20,10,8,14,9,56,48,44,54,47
8b8db6bd-6bc4-432c-9de1-985c576cbf50,29/05/2015,8,9,6,8,7,42,36,28,-,29
00e6a1be-3071-435c-b6d3-11a104e27b6d,30/05/2015,9,6,8,8,8,33,34,29,39,30
5b5fdd11-18b6-4027-ac5b-be8cc0e76cc4,31/05/2015,12,8,9,11,8,44,31,36,49,34
46249d8d-1fdd-4d32-bf28-a60d1d61049d,01/06/2015,17,15,11,17,13,56,52,54,56,53
5c9e2fec-f4db-4aa1-a754-adc83b48a1eb,02/06/2015,13,12,10,19,9,52,48,40,61,42
4bb6563f-69a1-4368-9337-7417c650f107,03/06/2015,14,13,15,11,12,-,52,55,50,-
8c19df51-28ad-4f0f-b28e-99ed0a60741b,04/06/2015,10,11,10,14,9,47,49,43,52,40
e65cb06b-bcdd-42eb-9b06-f653ee086125,05/06/2015,-,11,11,17,11,56,53,52,56,52
1a18dc63-3598-45b5-b703-18ffbee2cc8d,06/06/2015,18,15,--,21,--,-,52,51,62,51
06ed8e55-ae01-40d4-9a20-080c0d6012bb,07/06/2015,12,10,6,9,9,57,53,51,54,53
a4c3bc74-0669-4aa9-904a-3386b2b704f9,08/06/2015,10,8,-,9,8,51,42,28,38,36
c05507a9-1a96-4e32-aa4f-fa8896c621eb,09/06/2015,12,20,15,12,15,54,57,59,54,55
2dc0559a-2bc8-4abc-a1ee-5c9d55ae4fe2,10/06/2015,12,9,9,8,11,52,48,44,38,48
d83e8f63-5589-4c4e-8b91-d9527b434898,11/06/2015,10,8,7,11,6,51,39,33,38,32
79884cfc-b160-4dca-9183-50ecb3e26799,12/06/2015,19,7,6,13,7,56,40,36,55,32
7ddab91e-d8eb-4552-869c-bfc25a1b573d,13/06/2015,9,11,7,7,10,47,-,29,39,30
cbae870d-3e34-46b0-a694-22b6901a7a68,14/06/2015,8,6,8,10,7,48,52,46,44,52
6d75ac8d-ef50-4342-804b-bb025ab768cf,15/06/2015,15,18,14,18,--,41,33,35,39,37
cba2d64c-8ecd-42ed-97ed-ab5936b3e47c,16/06/2015,20,16,-,19,16,57,57,56,58,53
c7b422c5-211f-4ae8-9377-fac54769dd06,17/06/2015,18,20,16,22,15,59,58,56,62,56
6bee665c-c387-4614-8593-155b455cb132,18/06/2015,17,16,15,20,14,59,56,54,61,54
7447d1e1-e9c6-4dd1-8d8b-9cccf366e8e2,19/06/2015,11,11,11,14,10,52,53,51,55,49
955f5ace-3954-47d1-9f6f-50dcab00ab21,20/06/2015,10,7,10,12,7,47,39,43,47,33
c301a970-7963-4c3a-830b-f763a2c6ed72,21/06/2015,10,11,-,14,9,42,36,43,53,33
1002b627-ab7c-4d40-b033-20ec5be6914e,22/06/2015,14,12,13,17,11,-,45,51,54,40
98ec08de-5676-41c4-973a-cfd518c84c75,23/06/2015,17,16,18,22,17,56,56,55,60,54
e3a7b50c-e86c-44da-b168-23ce5842764f,24/06/2015,18,17,20,20,17,56,55,57,61,55
734d3dda-4c62-4c08-8c92-c5437b90001c,25/06/2015,18,-,17,22,14,58,-,59,63,56
f30720b2-14ca-4385-8987-c15904b3350b,26/06/2015,15,13,15,19,11,55,56,54,59,52
4808eba6-1ca3-4efd-bf1f-7c27deaa15a1,27/06/2015,10,9,11,14,8,51,47,51,56,43
56b0614a-7b89-4c42-b95a-99c3d3f57df5,28/06/2015,9,10,10,-,8,42,--,43,52,35
f8f2e56c-b186-44af-93b3-81bbc03bc0f3,29/06/2015,14,16,15,21,13,52,52,52,55,45
6f6d3225-be3f-4077-864a-d41e94e17d2e,30/06/2015,19,18,17,21,13,54,55,55,58,-
20fee207-a637-4180-a4f7-543f3cdbc9e3,01/07/2015,21,19,20,20,18,62,59,59,62,-
3ea493e6-0f8d-4720-a5fa-6064e5925c26,02/07/2015,28,26,26,-,23,68,67,66,68,62
71f8f443-ea3c-46fe-8f56-8bee348832a3,03/07/2015,23,22,22,26,19,66,65,65,68,61
16d01455-e267-4179-8672-311ca38c095c,04/07/2015,21,20,19,24,17,60,61,61,67,58
f2edfa56-df20-4d19-8ac6-9b1d8d69e148,05/07/2015,28,22,24,28,21,63,61,60,67,58
dc7d76fa-d12b-4a59-bd50-0a44e35a1e8a,06/07/2015,23,22,-,24,20,67,-,64,69,62
9198b0e0-8253-4c14-a366-9d2ec1ac2ba5,07/07/2015,21,20,21,26,-,63,62,61,69,60
de869122-e6e0-4ad9-a0ed-8fb747fdcaf0,08/07/2015,21,21,20,26,21,63,61,63,67,60
91159e4d-14d0-4002-abbe-f712b0d2593e,09/07/2015,-,34,30,29,30,64,67,64,70,65
82230c10-2300-4a29-a401-0eaae3fd5297,10/07/2015,30,28,24,32,28,66,72,70,71,-
6e5c5665-30e2-40fc-8c99-b93f4870bd65,11/07/2015,20,13,15,18,14,64,63,59,63,59
d1d2ce2b-1cd0-4f72-bcea-812fce81526d,12/07/2015,12,10,12,19,11,56,52,54,60,52
1e119a2a-e1bc-4889-9892-8c36db341f2b,13/07/2015,15,15,12,--,11,52,-,52,58,-
c8e46c7a-288b-406b-9ed2-368a18fd1a72,14/07/2015,11,9,8,8,7,53,52,50,55,42
2b8739aa-485a-4b72-94b2-e7b7bba2b2db,15/07/2015,10,13,11,13,9,-,42,36,46,31
7d7d5f92-9097-400c-b443-950688a93ba1,16/07/2015,15,13,-,16,11,52,55,52,-,46
49dedc7e-3570-4c90-847a-7618797c8f25,17/07/2015,11,13,--,15,9,52,53,52,56,-
af003cf7-f1a2-4bc4-8457-0f62fd06229e,18/07/2015,14,11,14,15,11,51,49,51,54,-
18c2bee0-e843-4997-be88-3ce7fc948e7a,19/07/2015,12,7,11,14,8,52,42,51,54,41
42af0f11-2db4-4d96-a77d-9eacd45d1aaf,20/07/2015,12,11,11,16,9,49,43,46,53,37
3fd892b7-7312-49a2-b8cb-838a06168aa2,21/07/2015,13,15,12,15,9,50,46,45,54,38
8de32857-05d5-4b54-ac75-0be4b33aabad,22/07/2015,16,12,10,15,10,57,53,50,58,43
10faf056-3d4c-47e6-bc3d-2e9cd047d7f8,23/07/2015,13,13,12,18,10,52,52,51,54,41
7dbd29be-a4bc-4c31-ac4b-9e3081fb2c2e,24/07/2015,10,14,10,13,11,53,--,46,58,43
08ca4116-874f-4954-9a33-80ec335ea629,25/07/2015,19,15,12,25,10,55,54,51,63,51
da241f79-d8fd-4d19-9cbb-465808e96480,26/07/2015,8,--,9,14,7,50,--,48,56,40
6f3abc6e-d690-4e63-bfd6-91a8a24e46c4,27/07/2015,23,19,16,23,14,56,54,51,-,46
937271d9-e213-41a5-96dd-5e402e75e9a0,28/07/2015,8,10,8,-,7,52,54,52,58,45
e16c7281-d55a-41b0-8e65-b4739ffdfd4b,29/07/2015,6,9,9,9,8,34,40,32,39,30
d823adf9-6069-45af-8e08-554adc9dc24d,30/07/2015,12,11,10,18,10,45,50,42,--,38
72136f85-dfa9-4878-a91e-9fbc5e2bd821,31/07/2015,22,14,13,20,14,61,53,52,61,47
d6d20a39-aed4-468c-b400-81ad9278f4ad,01/08/2015,19,16,13,17,16,58,58,57,60,55
2f59ea69-829c-4b3b-83a4-4d658e8f980e,02/08/2015,14,9,10,14,9,56,48,48,56,51
590c8e66-c7f8-4ebf-8f5a-f6d47750e396,03/08/2015,9,8,9,9,8,43,41,41,44,35
06d69d41-dde9-4967-8713-a98d6931cb3a,04/08/2015,16,14,12,11,14,53,47,42,46,--
fdb1674d-c4b0-4a3c-a4f6-809ade8fb834,05/08/2015,18,--,15,18,13,56,53,53,56,53
ea96178e-107d-4018-94e9-e33f36fd53b6,06/08/2015,15,15,14,18,12,58,54,54,58,52
5ca6b7a2-8b08-439f-a237-952b53287c80,07/08/2015,19,13,15,--,14,59,-,55,62,--
02feb665-f630-430f-9520-e5b93bdfdb32,08/08/2015,20,18,16,19,16,56,55,55,-,54
4b46bda8-bb97-4adb-822f-d1ac6afd9d28,09/08/2015,17,17,15,17,14,54,--,53,-,52
f3fa32f0-f98c-4521-a957-c57a49ee7b62,11/08/2015,15,18,18,21,14,56,--,58,61,54
c0fef96f-4fef-4385-a413-403ddb49077e,12/08/2015,18,14,--,17,13,58,56,59,57,54
01aedd4f-7f96-4579-9950-77bc570ac81b,13/08/2015,22,17,16,27,15,61,58,57,66,57
a8a5addc-eae0-45bc-bf89-03ef1db5963f,14/08/2015,20,15,14,23,14,59,--,53,61,52
e739b6b2-153c-4b76-a4f1-59f0a5972f2e,15/08/2015,16,15,13,17,13,--,54,52,--,52
29028f5b-cd1d-48e9-a9fa-7f6d1a83fc34,16/08/2015,14,15,12,17,11,58,56,48,58,52
e039cb89-984b-4d85-9b19-b3f384a9d182,17/08/2015,19,13,14,19,12,55,-,53,58,-
babc34ba-82fc-47f2-93a6-24b127958656,18/08/2015,15,-,17,21,-,--,57,56,61,53
2d9a5c7e-b3ed-458f-a975-951cbaae1687,19/08/2015,25,26,26,28,18,60,-,60,64,--
99fb62e2-b025-443c-b7c7-e09c2e9eddb3,20/08/2015,39,-,26,32,-,69,69,--,77,65
6bf3599a-9118-4c7c-adef-589da21bb76b,21/08/2015,24,27,28,28,26,80,--,70,79,69
c86f31d6-8b00-472b-a518-694882b824f8,22/08/2015,43,45,36,49,38,79,84,76,80,78
c35ece5e-1bf9-4798-9ee0-60ef9889a380,23/08/2015,30,29,28,30,25,78,77,74,79,72
921038d5-91c0-4edc-b033-6c7edb89d22d,24/08/2015,34,33,32,35,29,76,74,74,77,70
b6777990-19bc-4c22-83f0-8b712292b5be,25/08/2015,39,40,36,43,35,81,82,80,85,76
6662bf01-c929-4a57-b7cd-6d213fa2acc5,26/08/2015,29,26,25,31,22,81,77,75,81,-
93e2f783-a686-4ccb-838a-c635db39060b,27/08/2015,--,22,23,-,20,-,65,65,73,63
d47697ea-7820-4331-8ac3-e720a30868b2,28/08/2015,25,30,29,28,26,65,67,67,69,64
0867dd75-10ef-4956-8eb9-6e229353318a,29/08/2015,30,31,32,34,27,69,75,72,75,68
7794523b-ce80-48ad-bc19-978266d8c7e8,30/08/2015,16,19,19,20,17,64,66,65,68,61
a644bbe1-1097-4260-b6c4-b8b3ca0f09ad,31/08/2015,20,19,17,19,15,56,57,57,58,55
b3270f62-91a6-4af1-bef7-f6434fd2bb03,01/09/2015,30,35,26,38,27,63,61,62,65,58
